SR NO,INDEX,Company Name,Symbol,INDUSTRY,ISIN Code
623,NIFTY 500,ICICI Lombard General Insurance Company Ltd.,ICICIGI,Insurance,INE765G01017
624,NIFTY 500,ICICI Prudential Asset Management Company Ltd.,ICICIAMC,Finance - Asset Management,INE346A01027
625,NIFTY 500,ICICI Prudential Life Insurance Company Ltd.,ICICIPRULI,Insurance,INE726G01019
626,NIFTY 500,IDBI Bank Ltd.,IDBI,NIFTY PRIVATE BANK,INE008A01015
627,NIFTY 500,IDFC First Bank Ltd.,IDFCFIRSTB,NIFTY PRIVATE BANK,INE092T01019
628,NIFTY 500,IFCI Ltd.,IFCI,Finance Term Lending,INE039A01010
629,NIFTY 500,IIFL Finance Ltd.,IIFL,Finance - Investment,INE530B01024
630,NIFTY 500,IRB Infrastructure Developers Ltd.,IRB,Engineering - Construction,INE821I01022
631,NIFTY 500,IRCON International Ltd.,IRCON,Engineering - Construction,INE962Y01021
632,NIFTY 500,ITC Hotels Ltd.,ITCHOTELS,"Hotel, Resort & Restaurants",INE379A01028
633,NIFTY 500,ITC Ltd.,ITC,Cigarettes/Tobacco,INE154A01025
634,NIFTY 500,ITI Ltd.,ITI,Telecommunication - Equipment,INE248A01017
635,NIFTY 500,Indegene Ltd.,INDGN,Pharmaceuticals & Drugs,INE065X01017
636,NIFTY 500,India Cements Ltd.,INDIACEM,Cement & Construction Materials,INE383A01012
637,NIFTY 500,Indiamart Intermesh Ltd.,INDIAMART,e-Commerce,INE933S01016
638,NIFTY 500,Indian Bank,INDIANB,NIFTY PRIVATE BANK,INE562A01011
639,NIFTY 500,Indian Energy Exchange Ltd.,IEX,Power Generation/Distribution,INE022Q01020
640,NIFTY 500,Indian Hotels Co. Ltd.,INDHOTEL,"Hotel, Resort & Restaurants",INE053A01029
641,NIFTY 500,Indian Oil Corporation Ltd.,IOC,Refineries,INE242A01010
642,NIFTY 500,Indian Overseas Bank,IOB,NIFTY PRIVATE BANK,INE565A01014
643,NIFTY 500,Indian Railway Catering And Tourism Corporation Ltd.,IRCTC,Travel Services,INE335Y01020
644,NIFTY 500,Indian Railway Finance Corporation Ltd.,IRFC,Finance Term Lending,INE053F01010
645,NIFTY 500,Indian Renewable Energy Development Agency Ltd.,IREDA,Finance - NBFC,INE202E01016
646,NIFTY 500,Indraprastha Gas Ltd.,IGL,Gas Transmission/Marketing,INE203G01027
647,NIFTY 500,Indus Towers Ltd.,INDUSTOWER,Telecommunication - Service  Provider,INE121J01017
648,NIFTY 500,IndusInd Bank Ltd.,INDUSINDBK,NIFTY PRIVATE BANK,INE095A01012
649,NIFTY 500,Info Edge (India) Ltd.,NAUKRI,BPO/ITeS,INE663F01032
650,NIFTY 500,Infosys Ltd.,INFY,IT - Software,INE009A01021
651,NIFTY 500,Inox Wind Ltd.,INOXWIND,Electric Equipment,INE066P01011
652,NIFTY 500,Intellect Design Arena Ltd.,INTELLECT,IT - Software,INE306R01017
653,NIFTY 500,InterGlobe Aviation Ltd.,INDIGO,Airlines,INE646L01027
654,NIFTY 500,International Gemmological Institute (India) Ltd.,IGIL,Business Support,INE0Q9301021
655,NIFTY 500,Inventurus Knowledge Solutions Ltd.,IKS,BPO/ITeS,INE115Q01022
656,NIFTY 500,Ipca Laboratories Ltd.,IPCALAB,Pharmaceuticals & Drugs,INE571A01038
657,NIFTY 500,J.B. Chemicals & Pharmaceuticals Ltd.,JBCHEPHARM,Pharmaceuticals & Drugs,INE572A01036
658,NIFTY 500,J.K. Cement Ltd.,JKCEMENT,Cement & Construction Materials,INE823G01014
659,NIFTY 500,JBM Auto Ltd.,JBMA,Auto Ancillary,INE927D01051
660,NIFTY 500,JK Tyre & Industries Ltd.,JKTYRE,Tyres & Allied,INE573A01042
661,NIFTY 500,JM Financial Ltd.,JMFINANCIL,Finance - Investment,INE780C01023
662,NIFTY 500,JSW Cement Ltd.,JSWCEMENT,Cement & Construction Materials,INE718I01012
663,NIFTY 500,JSW Energy Ltd.,JSWENERGY,Power Generation/Distribution,INE121E01018
664,NIFTY 500,JSW Infrastructure Ltd.,JSWINFRA,Port,INE880J01026
665,NIFTY 500,JSW Steel Ltd.,JSWSTEEL,Steel & Iron Products,INE019A01038
666,NIFTY 500,Jain Resource Recycling Ltd.,JAINREC,Metal - Non Ferrous,INE0YD401026
667,NIFTY 500,Jaiprakash Power Ventures Ltd.,JPPOWER,Power Generation/Distribution,INE351F01018
668,NIFTY 500,Jammu & Kashmir Bank Ltd.,J&KBANK,NIFTY PRIVATE BANK,INE168A01041
669,NIFTY 500,Jindal Saw Ltd.,JINDALSAW,Steel & Iron Products,INE324A01032
670,NIFTY 500,Jindal Stainless Ltd.,JSL,Steel & Iron Products,INE220G01021
671,NIFTY 500,Jindal Steel Ltd.,JINDALSTEL,Steel/Sponge Iron/Pig Iron,INE749A01030
672,NIFTY 500,Jio Financial Services Ltd.,JIOFIN,Finance - NBFC,INE758E01017
673,NIFTY 500,Jubilant Foodworks Ltd.,JUBLFOOD,Consumer Food,INE797F01020
674,NIFTY 500,Jubilant Ingrevia Ltd.,JUBLINGREA,Chemicals,INE0BY001018
675,NIFTY 500,Jubilant Pharmova Ltd.,JUBLPHARMA,Pharmaceuticals & Drugs,INE700A01033
676,NIFTY 500,Jupiter Wagons Ltd.,JWL,Railways Wagons,INE209L01016
677,NIFTY 500,Jyoti CNC Automation Ltd.,JYOTICNC,Engineering - Industrial Equipments,INE980O01024
678,NIFTY 500,K.P.R. Mill Ltd.,KPRMILL,Textile,INE930H01031
679,NIFTY 500,KEI Industries Ltd.,KEI,Cable,INE878B01027
680,NIFTY 500,KPIT Technologies Ltd.,KPITTECH,IT - Software,INE04I401011
681,NIFTY 500,Kajaria Ceramics Ltd.,KAJARIACER,Ceramics/Marble/Granite/Sanitaryware,INE217B01036
682,NIFTY 500,Kalpataru Projects International Ltd.,KPIL,Engineering - Construction,INE220B01022
683,NIFTY 500,Kalyan Jewellers India Ltd.,KALYANKJIL,Diamond  &  Jewellery,INE303R01014
684,NIFTY 500,Karur Vysya Bank Ltd.,KARURVYSYA,NIFTY PRIVATE BANK,INE036D01028
685,NIFTY 500,Kaynes Technology India Ltd.,KAYNES,Electronics - Components,INE918Z01012
686,NIFTY 500,Kec International Ltd.,KEC,Engineering - Construction,INE389H01022
687,NIFTY 500,Kfin Technologies Ltd.,KFINTECH,Depository Services,INE138Y01010
688,NIFTY 500,Kirloskar Oil Eng Ltd.,KIRLOSENG,Engineering - Industrial Equipments,INE146L01010
689,NIFTY 500,Kotak Mahindra Bank Ltd.,KOTAKBANK,NIFTY PRIVATE BANK,INE237A01036
690,NIFTY 500,Krishna Institute of Medical Sciences Ltd.,KIMS,Hospital & Healthcare Services,INE967H01025
691,NIFTY 500,L&T Finance Ltd.,LTF,Finance - NBFC,INE498L01015
692,NIFTY 500,L&T Technology Services Ltd.,LTTS,IT - Software,INE010V01017
693,NIFTY 500,LG Electronics India Ltd.,LGEINDIA,Consumer Durables - Domestic Appliances,INE324D01010
694,NIFTY 500,LIC Housing Finance Ltd.,LICHSGFIN,Finance - Housing,INE115A01026
695,NIFTY 500,LT Foods Ltd.,LTFOODS,Consumer Food,INE818H01020
696,NIFTY 500,LTIMindtree Ltd.,LTM,IT - Software,INE214T01019
697,NIFTY 500,Larsen & Toubro Ltd.,LT,Engineering - Construction,INE018A01030
698,NIFTY 500,Latent View Analytics Ltd.,LATENTVIEW,Business Support,INE0I7C01011
699,NIFTY 500,Laurus Labs Ltd.,LAURUSLABS,Pharmaceuticals & Drugs,INE947Q01028
700,NIFTY 500,Leela Palaces Hotels & Resorts Ltd.,THELEELA,"Hotel, Resort & Restaurants",INE0AQ201015
701,NIFTY 500,Lemon Tree Hotels Ltd.,LEMONTREE,"Hotel, Resort & Restaurants",INE970X01018
702,NIFTY 500,Lenskart Solutions Ltd.,LENSKART,Retailing,INE956O01016
703,NIFTY 500,Life Insurance Corporation of India,LICI,Insurance,INE0J1Y01017
704,NIFTY 500,Linde India Ltd.,LINDEINDIA,Industrial  Gases & Fuels,INE473A01011
705,NIFTY 500,Lloyds Metals And Energy Ltd.,LLOYDSME,Steel/Sponge Iron/Pig Iron,INE281B01032
706,NIFTY 500,Lodha Developers Ltd.,LODHA,Construction - Real Estate,INE670K01029
707,NIFTY 500,Lupin Ltd.,LUPIN,Pharmaceuticals & Drugs,INE326A01037
708,NIFTY 500,MMTC Ltd.,MMTC,Trading,INE123F01029
709,NIFTY 500,MRF Ltd.,MRF,Tyres & Allied,INE883A01011
710,NIFTY 500,Mahanagar Gas Ltd.,MGL,Gas Transmission/Marketing,INE002S01010
711,NIFTY 500,Mahindra & Mahindra Financial Services Ltd.,M&MFIN,Finance - NBFC,INE774D01024
712,NIFTY 500,Mahindra & Mahindra Ltd.,M&M,Automobiles - Passenger Cars,INE101A01026
713,NIFTY 500,Manappuram Finance Ltd.,MANAPPURAM,Finance - NBFC,INE522D01027
714,NIFTY 500,Mangalore Refinery & Petrochemicals Ltd.,MRPL,Refineries,INE103A01014
715,NIFTY 500,Mankind Pharma Ltd.,MANKIND,Pharmaceuticals & Drugs,INE634S01028
716,NIFTY 500,Marico Ltd.,MARICO,Consumer Food,INE196A01026
717,NIFTY 500,Maruti Suzuki India Ltd.,MARUTI,Automobiles - Passenger Cars,INE585B01010
718,NIFTY 500,Max Financial Services Ltd.,MFSL,Finance - Others,INE180A01020
719,NIFTY 500,Max Healthcare Institute Ltd.,MAXHEALTH,Hospital & Healthcare Services,INE027H01010
720,NIFTY 500,Mazagoan Dock Shipbuilders Ltd.,MAZDOCK,Ship Building,INE249Z01020
721,NIFTY 500,Meesho Ltd.,MEESHO,e-Commerce,INE0VDM01015
722,NIFTY 500,Minda Corporation Ltd.,MINDACORP,Auto Ancillary,INE842C01021
723,NIFTY 500,Motherson Sumi Wiring India Ltd.,MSUMI,Steel & Iron Products,INE0FS801015
724,NIFTY 500,Motilal Oswal Financial Services Ltd.,MOTILALOFS,Finance - Stock Broking,INE338I01027
725,NIFTY 500,MphasiS Ltd.,MPHASIS,IT - Software,INE356A01018
726,NIFTY 500,Multi Commodity Exchange of India Ltd.,MCX,Finance - Stock Broking,INE745G01043
727,NIFTY 500,Muthoot Finance Ltd.,MUTHOOTFIN,Finance - NBFC,INE414G01012
728,NIFTY 500,NATCO Pharma Ltd.,NATCOPHARM,Pharmaceuticals & Drugs,INE987B01026
729,NIFTY 500,NBCC (India) Ltd.,NBCC,Construction - Real Estate,INE095N01031
730,NIFTY 500,NCC Ltd.,NCC,Engineering - Construction,INE868B01028
731,NIFTY 500,NHPC Ltd.,NHPC,Power Generation/Distribution,INE848E01016
732,NIFTY 500,NLC India Ltd.,NLCINDIA,Power Generation/Distribution,INE589A01014
733,NIFTY 500,NMDC Ltd.,NMDC,Mining & Minerals,INE584A01023
734,NIFTY 500,NMDC Steel Ltd.,NSLNISP,Steel & Iron Products,INE0NNS01018
735,NIFTY 500,NTPC Green Energy Ltd.,NTPCGREEN,Power Generation/Distribution,INE0ONG01011
736,NIFTY 500,NTPC Ltd.,NTPC,Power Generation/Distribution,INE733E01010
737,NIFTY 500,Narayana Hrudayalaya Ltd.,NH,Hospital & Healthcare Services,INE410P01011
738,NIFTY 500,National Aluminium Co. Ltd.,NATIONALUM,Aluminium & Aluminium Products,INE139A01034
739,NIFTY 500,Nava Ltd.,NAVA,Power Generation/Distribution,INE725A01030
740,NIFTY 500,Navin Fluorine International Ltd.,NAVINFLUOR,Chemicals,INE048G01026
741,NIFTY 500,Nestle India Ltd.,NESTLEIND,Consumer Food,INE239A01024
742,NIFTY 500,Netweb Technologies India Ltd.,NETWEB,IT - Hardware,INE0NT901020
743,NIFTY 500,Neuland Laboratories Ltd.,NEULANDLAB,Pharmaceuticals & Drugs,INE794A01010
744,NIFTY 500,Newgen Software Technologies Ltd.,NEWGEN,IT - Software,INE619B01017
745,NIFTY 500,Nippon Life India Asset Management Ltd.,NAM-INDIA,Finance - Asset Management,INE298J01013
746,NIFTY 500,Niva Bupa Health Insurance Company Ltd.,NIVABUPA,Insurance,INE995S01015
747,NIFTY 500,Nuvama Wealth Management Ltd.,NUVAMA,Finance - Others,INE531F01023
748,NIFTY 500,Nuvoco Vistas Corporation Ltd.,NUVOCO,Cement & Construction Materials,INE118D01016
749,NIFTY 500,Oberoi Realty Ltd.,OBEROIRLTY,Construction - Real Estate,INE093I01010
750,NIFTY 500,Oil & Natural Gas Corporation Ltd.,ONGC,Oil Exploration,INE213A01029
751,NIFTY 500,Oil India Ltd.,OIL,Oil Exploration,INE274J01014
752,NIFTY 500,Ola Electric Mobility Ltd.,OLAELEC,Automobile Two & Three Wheelers,INE0LXG01040
753,NIFTY 500,Olectra Greentech Ltd.,OLECTRA,Automobiles-Trucks/Lcv,INE260D01016
754,NIFTY 500,One 97 Communications Ltd.,PAYTM,Fintech,INE982J01020
755,NIFTY 500,Onesource Specialty Pharma Ltd.,ONESOURCE,Pharmaceuticals & Drugs,INE013P01021
756,NIFTY 500,Oracle Financial Services Software Ltd.,OFSS,IT - Software,INE881D01027
757,NIFTY 500,PB Fintech Ltd.,POLICYBZR,Fintech,INE417T01026
758,NIFTY 500,PCBL Chemical Ltd.,PCBL,Carbon Black,INE602A01031
759,NIFTY 500,PG Electroplast Ltd.,PGEL,Consumer Durables - Domestic Appliances,INE457L01029
760,NIFTY 500,PI Industries Ltd.,PIIND,Pesticides & Agrochemicals,INE603J01030
761,NIFTY 500,PNB Housing Finance Ltd.,PNBHOUSING,Finance - Housing,INE572E01012
762,NIFTY 500,PTC Industries Ltd.,PTCIL,Castings/Forgings,INE596F01018
763,NIFTY 500,PVR INOX Ltd.,PVRINOX,"Film Production, Distribution & Entertainment",INE191H01014
764,NIFTY 500,Page Industries Ltd.,PAGEIND,Textile,INE761H01022
765,NIFTY 500,Paradeep Phosphates Ltd.,PARADEEP,Fertilizers,INE088F01024
766,NIFTY 500,Patanjali Foods Ltd.,PATANJALI,Edible Oil,INE619A01035
767,NIFTY 500,Persistent Systems Ltd.,PERSISTENT,IT - Software,INE262H01021
768,NIFTY 500,Petronet LNG Ltd.,PETRONET,Industrial  Gases & Fuels,INE347G01014
769,NIFTY 500,Pfizer Ltd.,PFIZER,Pharmaceuticals & Drugs,INE182A01018
770,NIFTY 500,Phoenix Mills Ltd.,PHOENIXLTD,Construction - Real Estate,INE211B01039
772,NIFTY 500,Pidilite Industries Ltd.,PIDILITIND,Chemicals,INE318A01026
773,NIFTY 500,Pine Labs Ltd.,PINELABS,Fintech,INE15B701018
774,NIFTY 500,Piramal Finance Ltd.,PIRAMALFIN,Finance - Housing,INE202B01038
775,NIFTY 500,Piramal Pharma Ltd.,PPLPHARMA,Pharmaceuticals & Drugs,INE0DK501011
776,NIFTY 500,Poly Medicure Ltd.,POLYMED,Medical Equipment/Supplies/Accessories,INE205C01021
777,NIFTY 500,Polycab India Ltd.,POLYCAB,Cable,INE455K01017
778,NIFTY 500,Poonawalla Fincorp Ltd.,POONAWALLA,Finance - NBFC,INE511C01022
779,NIFTY 500,Power Finance Corporation Ltd.,PFC,Finance Term Lending,INE134E01011
780,NIFTY 500,Power Grid Corporation of India Ltd.,POWERGRID,Power Generation/Distribution,INE752E01010
781,NIFTY 500,Premier Energies Ltd.,PREMIERENE,Electronics - Components,INE0BS701011
782,NIFTY 500,Prestige Estates Projects Ltd.,PRESTIGE,Construction - Real Estate,INE811K01011
783,NIFTY 500,Punjab National Bank,PNB,NIFTY PRIVATE BANK,INE160A01022
784,NIFTY 500,R R Kabel Ltd.,RRKABEL,Cable,INE777K01022
785,NIFTY 500,RBL Bank Ltd.,RBLBANK,NIFTY PRIVATE BANK,INE976G01028
786,NIFTY 500,REC Ltd.,RECLTD,Finance Term Lending,INE020B01018
787,NIFTY 500,RHI MAGNESITA INDIA LTD.,RHIM,Refractories,INE743M01012
788,NIFTY 500,RITES Ltd.,RITES,Engineering Consultancy,INE320J01015
789,NIFTY 500,Radico Khaitan Ltd,RADICO,Breweries & Distilleries,INE944F01028
790,NIFTY 500,Rail Vikas Nigam Ltd.,RVNL,Engineering - Construction,INE415G01027
791,NIFTY 500,Railtel Corporation Of India Ltd.,RAILTEL,Telecommunication - Service  Provider,INE0DD101019
792,NIFTY 500,Rainbow Childrens Medicare Ltd.,RAINBOW,Hospital & Healthcare Services,INE961O01016
793,NIFTY 500,Ramkrishna Forgings Ltd.,RKFORGE,Forgings,INE399G01023
794,NIFTY 500,Redington Ltd.,REDINGTON,Trading,INE891D01026
795,NIFTY 500,Reliance Industries Ltd.,RELIANCE,Refineries,INE002A01018
796,NIFTY 500,Reliance Power Ltd.,RPOWER,Power Generation/Distribution,INE614G01033
797,NIFTY 500,SBFC Finance Ltd.,SBFC,Finance - NBFC,INE423Y01016
798,NIFTY 500,SBI Cards and Payment Services Ltd.,SBICARD,Finance - NBFC,INE018E01016
799,NIFTY 500,SBI Life Insurance Company Ltd.,SBILIFE,Insurance,INE123W01016
800,NIFTY 500,SJVN Ltd.,SJVN,Power Generation/Distribution,INE002L01015
801,NIFTY 500,SRF Ltd.,SRF,Chemicals,INE647A01010
802,NIFTY 500,Sagility Ltd.,SAGILITY,Business Support,INE0W2G01015
803,NIFTY 500,Sai Life Sciences Ltd.,SAILIFE,Pharmaceuticals & Drugs,INE570L01029
804,NIFTY 500,Sammaan Capital Ltd.,SAMMAANCAP,Finance - Housing,INE148I01020
805,NIFTY 500,Samvardhana Motherson International Ltd.,MOTHERSON,Auto Ancillary,INE775A01035
806,NIFTY 500,Sapphire Foods India Ltd.,SAPPHIRE,Consumer Food,INE806T01020
807,NIFTY 500,Sarda Energy and Minerals Ltd.,SARDAEN,Steel & Iron Products,INE385C01021
808,NIFTY 500,Saregama India Ltd,SAREGAMA,"Film Production, Distribution & Entertainment",INE979A01025
809,NIFTY 500,Schaeffler India Ltd.,SCHAEFFLER,Bearings,INE513A01022
810,NIFTY 500,Schneider Electric Infrastructure Ltd.,SCHNEIDER,Electric Equipment,INE839M01018
811,NIFTY 500,Shipping Corporation of India Ltd.,SCI,Shipping,INE109A01011
812,NIFTY 500,Shree Cement Ltd.,SHREECEM,Cement & Construction Materials,INE070A01015
813,NIFTY 500,Shriram Finance Ltd.,SHRIRAMFIN,Finance - NBFC,INE721A01047
814,NIFTY 500,Shyam Metalics and Energy Ltd.,SHYAMMETL,Steel & Iron Products,INE810G01011
815,NIFTY 500,Siemens Energy India Ltd.,ENRIN,Electric Equipment,INE1NPP01017
816,NIFTY 500,Siemens Ltd.,SIEMENS,Electric Equipment,INE003A01024
817,NIFTY 500,Signatureglobal (India) Ltd.,SIGNATURE,Construction - Real Estate,INE903U01023
818,NIFTY 500,Sobha Ltd.,SOBHA,Construction - Real Estate,INE671H01015
819,NIFTY 500,Solar Industries India Ltd.,SOLARINDS,Chemicals,INE343H01029
820,NIFTY 500,Sona BLW Precision Forgings Ltd.,SONACOMS,Auto Ancillary,INE073K01018
821,NIFTY 500,Sonata Software Ltd.,SONATSOFTW,IT - Software,INE269A01021
822,NIFTY 500,Star Health and Allied Insurance Company Ltd.,STARHEALTH,Insurance,INE575P01011
823,NIFTY 500,State Bank of India,SBIN,NIFTY PRIVATE BANK,INE062A01020
824,NIFTY 500,Steel Authority of India Ltd.,SAIL,Steel & Iron Products,INE114A01011
825,NIFTY 500,Sumitomo Chemical India Ltd.,SUMICHEM,Pesticides & Agrochemicals,INE258G01013
826,NIFTY 500,Sun Pharmaceutical Industries Ltd.,SUNPHARMA,Pharmaceuticals & Drugs,INE044A01036
827,NIFTY 500,Sun TV Network Ltd.,SUNTV,TV Broadcasting & Software Production,INE424H01027
828,NIFTY 500,Sundaram Finance Ltd.,SUNDARMFIN,Finance - NBFC,INE660A01013
829,NIFTY 500,Supreme Industries Ltd.,SUPREMEIND,Plastic Products,INE195A01028
830,NIFTY 500,Supreme Petrochem Ltd.,SPLPETRO,Chemicals,INE663A01033
831,NIFTY 500,Suzlon Energy Ltd.,SUZLON,Electric Equipment,INE040H01021
832,NIFTY 500,Swan Corp Ltd.,SWANCORP,Petrochemicals,INE665A01038
833,NIFTY 500,Swiggy Ltd.,SWIGGY,e-Commerce,INE00H001014
834,NIFTY 500,Syngene International Ltd.,SYNGENE,Pharmaceuticals & Drugs,INE398R01022
835,NIFTY 500,Syrma SGS Technology Ltd.,SYRMA,Electronics - Components,INE0DYJ01015
836,NIFTY 500,TBO Tek Ltd.,TBOTEK,Travel Services,INE673O01025
837,NIFTY 500,TVS Motor Company Ltd.,TVSMOTOR,Automobile Two & Three Wheelers,INE494B01023
838,NIFTY 500,Tata Capital Ltd.,TATACAP,Finance - NBFC,INE976I01016
839,NIFTY 500,Tata Chemicals Ltd.,TATACHEM,Chemicals,INE092A01019
840,NIFTY 500,Tata Communications Ltd.,TATACOMM,Telecommunication - Service  Provider,INE151A01013
841,NIFTY 500,Tata Consultancy Services Ltd.,TCS,IT - Software,INE467B01029
842,NIFTY 500,Tata Consumer Products Ltd.,TATACONSUM,Tea/Coffee,INE192A01025
843,NIFTY 500,Tata Elxsi Ltd.,TATAELXSI,IT - Software,INE670A01012
844,NIFTY 500,Tata Investment Corporation Ltd.,TATAINVEST,Finance - NBFC,INE672A01026
845,NIFTY 500,Tata Motors Ltd.,TMCV,Automobiles-Trucks/Lcv,INE1TAE01010
846,NIFTY 500,Tata Motors Passenger Vehicles Ltd.,TMPV,Automobile Two & Three Wheelers,INE155A01022
847,NIFTY 500,Tata Power Co. Ltd.,TATAPOWER,Power Generation/Distribution,INE245A01021
848,NIFTY 500,Tata Steel Ltd.,TATASTEEL,Steel & Iron Products,INE081A01020
849,NIFTY 500,Tata Technologies Ltd.,TATATECH,IT - Software,INE142M01025
850,NIFTY 500,Tata Teleservices (Maharashtra) Ltd.,TTML,Telecommunication - Service  Provider,INE517B01013
851,NIFTY 500,Tech Mahindra Ltd.,TECHM,IT - Software,INE669C01036
852,NIFTY 500,Techno Electric & Engineering Company Ltd.,TECHNOE,Engineering - Construction,INE285K01026
853,NIFTY 500,Tega Industries Ltd.,TEGA,Engineering - Industrial Equipments,INE011K01018
854,NIFTY 500,Tejas Networks Ltd.,TEJASNET,Telecommunication - Equipment,INE010J01012
855,NIFTY 500,Tenneco Clean Air India Ltd.,TENNIND,Auto Ancillary,INE19RI01016
856,NIFTY 500,The New India Assurance Company Ltd.,NIACL,Insurance,INE470Y01017
857,NIFTY 500,The Ramco Cements Ltd.,RAMCOCEM,Cement & Construction Materials,INE331A01037
858,NIFTY 500,Thermax Ltd.,THERMAX,Engineering - Industrial Equipments,INE152A01029
859,NIFTY 500,Timken India Ltd.,TIMKEN,Bearings,INE325A01013
860,NIFTY 500,Titagarh Rail Systems Ltd.,TITAGARH,Railways Wagons,INE615H01020
861,NIFTY 500,Titan Company Ltd.,TITAN,Diamond  &  Jewellery,INE280A01028
862,NIFTY 500,Torrent Pharmaceuticals Ltd.,TORNTPHARM,Pharmaceuticals & Drugs,INE685A01028
863,NIFTY 500,Torrent Power Ltd.,TORNTPOWER,Power Generation/Distribution,INE813H01021
864,NIFTY 500,Transformers And Rectifiers (India) Ltd.,TARIL,Electric Equipment,INE763I01026
865,NIFTY 500,Travel Food Services Ltd.,TRAVELFOOD,Consumer Food,INE103V01028
866,NIFTY 500,Trent Ltd.,TRENT,Retailing,INE849A01020
867,NIFTY 500,Trident Ltd.,TRIDENT,Textile - Spinning,INE064C01022
868,NIFTY 500,Triveni Turbine Ltd.,TRITURBINE,Engineering - Industrial Equipments,INE152M01016
869,NIFTY 500,Tube Investments of India Ltd.,TIINDIA,Auto Ancillary,INE974X01010
870,NIFTY 500,UCO Bank,UCOBANK,NIFTY PRIVATE BANK,INE691A01018
871,NIFTY 500,UNO Minda Ltd.,UNOMINDA,Auto Ancillary,INE405E01023
872,NIFTY 500,UPL Ltd.,UPL,Pesticides & Agrochemicals,INE628A01036
873,NIFTY 500,UTI Asset Management Company Ltd.,UTIAMC,Finance - Asset Management,INE094J01016
874,NIFTY 500,UltraTech Cement Ltd.,ULTRACEMCO,Cement & Construction Materials,INE481G01011
875,NIFTY 500,Union Bank of India,UNIONBANK,NIFTY PRIVATE BANK,INE692A01016
876,NIFTY 500,United Breweries Ltd.,UBL,Breweries & Distilleries,INE686F01025
877,NIFTY 500,United Spirits Ltd.,UNITDSPR,Breweries & Distilleries,INE854D01024
878,NIFTY 500,Urban Company Ltd.,URBANCO,e-Commerce,INE0CAZ01013
879,NIFTY 500,Usha Martin Ltd.,USHAMART,Steel & Iron Products,INE228A01035
880,NIFTY 500,Vardhman Textiles Ltd.,VTL,Textile,INE825A01020
881,NIFTY 500,Varun Beverages Ltd.,VBL,Consumer Food,INE200M01039
882,NIFTY 500,Vedanta Ltd.,VEDL,Metal - Non Ferrous,INE205A01025
883,NIFTY 500,Vijaya Diagnostic Centre Ltd.,VIJAYA,Hospital & Healthcare Services,INE043W01024
884,NIFTY 500,Vishal Mega Mart Ltd.,VMM,Retailing,INE01EA01019
885,NIFTY 500,Vodafone Idea Ltd.,IDEA,Telecommunication - Service  Provider,INE669E01016
886,NIFTY 500,Voltas Ltd.,VOLTAS,Air Conditioners,INE226A01021
887,NIFTY 500,Waaree Energies Ltd.,WAAREEENER,Electric Equipment,INE377N01017
888,NIFTY 500,Welspun Corp Ltd.,WELCORP,Steel & Iron Products,INE191B01025
889,NIFTY 500,Welspun Living Ltd.,WELSPUNLIV,Textile,INE192B01031
890,NIFTY 500,Whirlpool of India Ltd.,WHIRLPOOL,Consumer Durables - Domestic Appliances,INE716A01013
891,NIFTY 500,Wipro Ltd.,WIPRO,IT - Software,INE075A01022
892,NIFTY 500,Wockhardt Ltd.,WOCKPHARMA,Pharmaceuticals & Drugs,INE049B01025
893,NIFTY 500,Yes Bank Ltd.,YESBANK,NIFTY PRIVATE BANK,INE528G01035
894,NIFTY 500,ZF Commercial Vehicle Control Systems India Ltd.,ZFCVINDIA,Auto Ancillary,INE342J01019
895,NIFTY 500,Zee Entertainment Enterprises Ltd.,ZEEL,TV Broadcasting & Software Production,INE256A01028
896,NIFTY 500,Zen Technologies Ltd.,ZENTEC,Defence,INE251B01027
897,NIFTY 500,Zensar Technolgies Ltd.,ZENSARTECH,IT - Software,INE520A01027
898,NIFTY 500,Zydus Lifesciences Ltd.,ZYDUSLIFE,Pharmaceuticals & Drugs,INE010B01027
899,NIFTY 500,Zydus Wellness Ltd.,ZYDUSWELL,Consumer Food,INE768C01028
900,NIFTY 500,eClerx Services Ltd.,ECLERX,BPO/ITeS,INE738I01010
901,NIFTY MIDCAP 50,APL Apollo Tubes Ltd.,APLAPOLLO,Steel & Iron Products,INE702C01027
902,NIFTY MIDCAP 50,AU Small Finance Bank Ltd.,AUBANK,NIFTY PRIVATE BANK,INE949L01017
903,NIFTY MIDCAP 50,Alkem Laboratories Ltd.,ALKEM,Pharmaceuticals & Drugs,INE540L01014
904,NIFTY MIDCAP 50,Ashok Leyland Ltd.,ASHOKLEY,Automobiles-Trucks/Lcv,INE208A01029
905,NIFTY MIDCAP 50,Aurobindo Pharma Ltd.,AUROPHARMA,Pharmaceuticals & Drugs,INE406A01037
906,NIFTY MIDCAP 50,BSE Ltd.,BSE,Finance - Others,INE118H01025
907,NIFTY MIDCAP 50,Bharat Forge Ltd.,BHARATFORG,Forgings,INE465A01025
908,NIFTY MIDCAP 50,Bharat Heavy Electricals Ltd.,BHEL,Engineering - Industrial Equipments,INE257A01026
909,NIFTY MIDCAP 50,Coforge Ltd.,COFORGE,IT - Software,INE591G01025
910,NIFTY MIDCAP 50,Colgate Palmolive (India) Ltd.,COLPAL,Household & Personal Products,INE259A01022
911,NIFTY MIDCAP 50,Dabur India Ltd.,DABUR,Household & Personal Products,INE016A01026
